dataset,split,num_experts,points_per_split,nlpd_experts,nlpd_single_gp,nlpd_gpoe,nlpd_phs,nlpd_bhs
concreteslump,7,2,2,4.782741790474379,4.580174761332445,4.731053777872784,4.716151071315643,4.775983432799906
concreteslump,7,2,5,4.782741790474379,4.580174761332445,4.731053777872784,4.627731297011936,4.7759163826220075
concreteslump,7,2,10,4.782741790474379,4.580174761332445,4.731053777872784,4.500886308553444,4.7735182126532765
concreteslump,7,4,2,5.3561802441563495,4.580174761332445,5.044808514809917,5.1911577757147995,5.284654339132839
concreteslump,7,4,5,5.3561802441563495,4.580174761332445,5.044808514809917,5.168366515779078,5.287486178315014
concreteslump,7,4,10,5.3561802441563495,4.580174761332445,5.044808514809917,5.115422114126931,5.281080305797533
concreteslump,7,6,2,5.490512349370754,4.580174761332445,5.265373900055233,5.383382479249701,5.445031130350413
concreteslump,7,6,5,5.490512349370754,4.580174761332445,5.265373900055233,5.3795630981055185,5.4479664520344535
concreteslump,7,6,10,5.490512349370754,4.580174761332445,5.265373900055233,5.332065752660829,5.437237610634167
concreteslump,8,2,2,4.7961957422494175,4.59285737587167,4.763649380369509,4.755843418906939,4.788573562319434
concreteslump,8,2,5,4.7961957422494175,4.59285737587167,4.763649380369509,4.705382815408093,4.788507475406219
concreteslump,8,2,10,4.7961957422494175,4.59285737587167,4.763649380369509,4.546131593227763,4.7868483618818845
concreteslump,8,4,2,5.388777007699017,4.59285737587167,5.118854412321401,5.23788202017149,5.2736693593015
concreteslump,8,4,5,5.388777007699017,4.59285737587167,5.118854412321401,5.233606862881197,5.275571408888709
concreteslump,8,4,10,5.388777007699017,4.59285737587167,5.118854412321401,5.210691180841486,5.265205248197696
concreteslump,8,6,2,5.606461995081266,4.59285737587167,5.503315300176307,5.514640052123887,5.517475365144076
concreteslump,8,6,5,5.606461995081266,4.59285737587167,5.503315300176307,5.4940940849465285,5.516873489281821
concreteslump,8,6,10,5.606461995081266,4.59285737587167,5.503315300176307,5.476041730909995,5.506426656459806
concreteslump,9,2,2,4.906689585575935,4.717105834826463,4.842656704407435,4.846498648180811,4.874032827339104
concreteslump,9,2,5,4.906689585575935,4.717105834826463,4.842656704407435,4.797257816177146,4.863964872887248
concreteslump,9,2,10,4.906689585575935,4.717105834826463,4.842656704407435,4.764413135075805,4.868251319267082
concreteslump,9,4,2,5.500670286911104,4.717105834826463,5.34025602758919,5.395524811248787,5.419800769322762
concreteslump,9,4,5,5.500670286911104,4.717105834826463,5.34025602758919,5.385023974014247,5.4068132243136535
concreteslump,9,4,10,5.500670286911104,4.717105834826463,5.34025602758919,5.3564343214259145,5.395314313574886
concreteslump,9,6,2,5.632390802912227,4.717105834826463,5.548186196053532,5.534109370828334,5.545397608776813
concreteslump,9,6,5,5.632390802912227,4.717105834826463,5.548186196053532,5.5325222885475664,5.537420666340722
concreteslump,9,6,10,5.632390802912227,4.717105834826463,5.548186196053532,5.507796713678579,5.526930691247969
