F-value for bike: [3668.59653571], p-value: [6.4898415e-200]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
     5      6  -0.0012    1.0 -0.0362  0.0338  False
     5      7   0.2828    0.0  0.2477  0.3178   True
     5      8   0.2839    0.0  0.2489  0.3189   True
     5      9   0.2845    0.0  0.2495  0.3195   True
     5     10  -0.2078    0.0 -0.2428 -0.1728   True
     5     11  -0.2084    0.0 -0.2434 -0.1734   True
     5     12  -0.2078    0.0 -0.2428 -0.1728   True
     5     13  -0.1065    0.0 -0.1415 -0.0714   True
     5     14  -0.1026    0.0 -0.1377 -0.0676   True
     5     15   -0.107    0.0  -0.142 -0.0719   True
     5     16   0.1273    0.0  0.0922  0.1623   True
     5     17   0.1267    0.0  0.0917  0.1617   True
     5     18   0.1277    0.0  0.0927  0.1627   True
     6      7    0.284    0.0   0.249   0.319   True
     6      8   0.2851    0.0  0.2501  0.3201   True
     6      9   0.2857    0.0  0.2507  0.3207   True
     6     10  -0.2066    0.0 -0.2416 -0.1716   True
     6     11  -0.2072    0.0 -0.2422 -0.1721   True
     6     12  -0.2066    0.0 -0.2416 -0.1716   True
     6     13  -0.1052    0.0 -0.1402 -0.0702   True
     6     14  -0.1014    0.0 -0.1364 -0.0664   True
     6     15  -0.1057    0.0 -0.1407 -0.0707   True
     6     16   0.1285    0.0  0.0935  0.1635   True
     6     17   0.1279    0.0  0.0929  0.1629   True
     6     18   0.1289    0.0  0.0939   0.164   True
     7      8   0.0011    1.0 -0.0339  0.0362  False
     7      9   0.0018    1.0 -0.0333  0.0368  False
     7     10  -0.4906    0.0 -0.5256 -0.4555   True
     7     11  -0.4911    0.0 -0.5262 -0.4561   True
     7     12  -0.4906    0.0 -0.5256 -0.4555   True
     7     13  -0.3892    0.0 -0.4242 -0.3542   True
     7     14  -0.3854    0.0 -0.4204 -0.3504   True
     7     15  -0.3897    0.0 -0.4247 -0.3547   True
     7     16  -0.1555    0.0 -0.1905 -0.1205   True
     7     17  -0.1561    0.0 -0.1911 -0.1211   True
     7     18   -0.155    0.0 -0.1901   -0.12   True
     8      9   0.0006    1.0 -0.0344  0.0356  False
     8     10  -0.4917    0.0 -0.5267 -0.4567   True
     8     11  -0.4923    0.0 -0.5273 -0.4573   True
     8     12  -0.4917    0.0 -0.5267 -0.4567   True
     8     13  -0.3904    0.0 -0.4254 -0.3553   True
     8     14  -0.3865    0.0 -0.4215 -0.3515   True
     8     15  -0.3909    0.0 -0.4259 -0.3558   True
     8     16  -0.1566    0.0 -0.1917 -0.1216   True
     8     17  -0.1572    0.0 -0.1922 -0.1222   True
     8     18  -0.1562    0.0 -0.1912 -0.1212   True
     9     10  -0.4923    0.0 -0.5273 -0.4573   True
     9     11  -0.4929    0.0 -0.5279 -0.4579   True
     9     12  -0.4923    0.0 -0.5273 -0.4573   True
     9     13   -0.391    0.0  -0.426 -0.3559   True
     9     14  -0.3871    0.0 -0.4222 -0.3521   True
     9     15  -0.3915    0.0 -0.4265 -0.3565   True
     9     16  -0.1572    0.0 -0.1923 -0.1222   True
     9     17  -0.1578    0.0 -0.1928 -0.1228   True
     9     18  -0.1568    0.0 -0.1918 -0.1218   True
    10     11  -0.0006    1.0 -0.0356  0.0344  False
    10     12      0.0    1.0  -0.035   0.035  False
    10     13   0.1013    0.0  0.0663  0.1364   True
    10     14   0.1052    0.0  0.0701  0.1402   True
    10     15   0.1008    0.0  0.0658  0.1359   True
    10     16   0.3351    0.0     0.3  0.3701   True
    10     17   0.3345    0.0  0.2995  0.3695   True
    10     18   0.3355    0.0  0.3005  0.3705   True
    11     12   0.0006    1.0 -0.0344  0.0356  False
    11     13   0.1019    0.0  0.0669  0.1369   True
    11     14   0.1057    0.0  0.0707  0.1408   True
    11     15   0.1014    0.0  0.0664  0.1364   True
    11     16   0.3356    0.0  0.3006  0.3707   True
    11     17   0.3351    0.0  0.3001  0.3701   True
    11     18   0.3361    0.0  0.3011  0.3711   True
    12     13   0.1013    0.0  0.0663  0.1364   True
    12     14   0.1052    0.0  0.0701  0.1402   True
    12     15   0.1008    0.0  0.0658  0.1359   True
    12     16   0.3351    0.0     0.3  0.3701   True
    12     17   0.3345    0.0  0.2995  0.3695   True
    12     18   0.3355    0.0  0.3005  0.3705   True
    13     14   0.0038    1.0 -0.0312  0.0388  False
    13     15  -0.0005    1.0 -0.0355  0.0345  False
    13     16   0.2337    0.0  0.1987  0.2687   True
    13     17   0.2331    0.0  0.1981  0.2682   True
    13     18   0.2342    0.0  0.1992  0.2692   True
    14     15  -0.0043    1.0 -0.0393  0.0307  False
    14     16   0.2299    0.0  0.1949  0.2649   True
    14     17   0.2293    0.0  0.1943  0.2643   True
    14     18   0.2304    0.0  0.1953  0.2654   True
    15     16   0.2342    0.0  0.1992  0.2692   True
    15     17   0.2336    0.0  0.1986  0.2687   True
    15     18   0.2347    0.0  0.1997  0.2697   True
    16     17  -0.0006    1.0 -0.0356  0.0344  False
    16     18   0.0005    1.0 -0.0346  0.0355  False
    17     18    0.001    1.0  -0.034   0.036  False
----------------------------------------------------

F-value for protein: [38.50732062], p-value: [5.23080504e-48]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
----------------------------------------------------
     1      2   -0.001    1.0 -0.0494  0.0474  False
     1      3   0.0018    1.0 -0.0467  0.0502  False
     1      4  -0.0423 0.1688 -0.0907  0.0061  False
     1      5  -0.0402 0.2415 -0.0886  0.0082  False
     1      6  -0.0395 0.2688 -0.0879  0.0089  False
     1      7  -0.0597 0.0028 -0.1081 -0.0113   True
     1      8  -0.0588 0.0036 -0.1072 -0.0104   True
     1      9  -0.0607 0.0021 -0.1091 -0.0123   True
     1     10  -0.0611 0.0019 -0.1095 -0.0127   True
     1     11  -0.0622 0.0013 -0.1106 -0.0138   True
     1     12  -0.0656 0.0005  -0.114 -0.0171   True
     1     13  -0.1495    0.0 -0.1979 -0.1011   True
     1     14  -0.1511    0.0 -0.1996 -0.1027   True
     1     15  -0.1508    0.0 -0.1992 -0.1024   True
     1     16  -0.1648    0.0 -0.2132 -0.1164   True
     1     17  -0.1596    0.0  -0.208 -0.1112   True
     1     18  -0.1606    0.0  -0.209 -0.1122   True
     2      3   0.0027    1.0 -0.0457  0.0512  False
     2      4  -0.0413    0.2 -0.0897  0.0071  False
     2      5  -0.0392  0.281 -0.0876  0.0092  False
     2      6  -0.0385  0.311 -0.0869  0.0099  False
     2      7  -0.0587 0.0037 -0.1071 -0.0103   True
     2      8  -0.0579 0.0047 -0.1063 -0.0094   True
     2      9  -0.0597 0.0028 -0.1081 -0.0113   True
     2     10  -0.0601 0.0025 -0.1085 -0.0117   True
     2     11  -0.0613 0.0018 -0.1097 -0.0128   True
     2     12  -0.0646 0.0007  -0.113 -0.0162   True
     2     13  -0.1485    0.0 -0.1969 -0.1001   True
     2     14  -0.1502    0.0 -0.1986 -0.1018   True
     2     15  -0.1498    0.0 -0.1982 -0.1014   True
     2     16  -0.1638    0.0 -0.2122 -0.1154   True
     2     17  -0.1586    0.0  -0.207 -0.1102   True
     2     18  -0.1596    0.0  -0.208 -0.1112   True
     3      4  -0.0441 0.1222 -0.0925  0.0043  False
     3      5  -0.0419 0.1803 -0.0904  0.0065  False
     3      6  -0.0412 0.2028 -0.0897  0.0072  False
     3      7  -0.0615 0.0017 -0.1099 -0.0131   True
     3      8  -0.0606 0.0022  -0.109 -0.0122   True
     3      9  -0.0625 0.0013 -0.1109 -0.0141   True
     3     10  -0.0629 0.0011 -0.1113 -0.0145   True
     3     11   -0.064 0.0008 -0.1124 -0.0156   True
     3     12  -0.0673 0.0003 -0.1157 -0.0189   True
     3     13  -0.1512    0.0 -0.1996 -0.1028   True
     3     14  -0.1529    0.0 -0.2013 -0.1045   True
     3     15  -0.1525    0.0  -0.201 -0.1041   True
     3     16  -0.1666    0.0  -0.215 -0.1182   True
     3     17  -0.1613    0.0 -0.2098 -0.1129   True
     3     18  -0.1624    0.0 -0.2108  -0.114   True
     4      5   0.0021    1.0 -0.0463  0.0505  False
     4      6   0.0028    1.0 -0.0456  0.0512  False
     4      7  -0.0174 0.9984 -0.0658   0.031  False
     4      8  -0.0165 0.9991 -0.0649  0.0319  False
     4      9  -0.0184 0.9968 -0.0668    0.03  False
     4     10  -0.0188 0.9959 -0.0672  0.0296  False
     4     11  -0.0199 0.9922 -0.0683  0.0285  False
     4     12  -0.0232 0.9636 -0.0717  0.0252  False
     4     13  -0.1072    0.0 -0.1556 -0.0588   True
     4     14  -0.1088    0.0 -0.1572 -0.0604   True
     4     15  -0.1085    0.0 -0.1569 -0.0601   True
     4     16  -0.1225    0.0 -0.1709 -0.0741   True
     4     17  -0.1173    0.0 -0.1657 -0.0689   True
     4     18  -0.1183    0.0 -0.1667 -0.0699   True
     5      6   0.0007    1.0 -0.0477  0.0491  False
     5      7  -0.0195 0.9937 -0.0679  0.0289  False
     5      8  -0.0187 0.9963 -0.0671  0.0298  False
     5      9  -0.0205 0.9893 -0.0689  0.0279  False
     5     10  -0.0209 0.9869 -0.0693  0.0275  False
     5     11  -0.0221 0.9777 -0.0705  0.0264  False
     5     12  -0.0254 0.9223 -0.0738   0.023  False
     5     13  -0.1093    0.0 -0.1577 -0.0609   True
     5     14   -0.111    0.0 -0.1594 -0.0626   True
     5     15  -0.1106    0.0  -0.159 -0.0622   True
     5     16  -0.1246    0.0  -0.173 -0.0762   True
     5     17  -0.1194    0.0 -0.1678  -0.071   True
     5     18  -0.1204    0.0 -0.1688  -0.072   True
     6      7  -0.0202 0.9908 -0.0686  0.0282  False
     6      8  -0.0193 0.9944 -0.0678  0.0291  False
     6      9  -0.0212 0.9849 -0.0696  0.0272  False
     6     10  -0.0216 0.9818   -0.07  0.0268  False
     6     11  -0.0227 0.9701 -0.0712  0.0257  False
     6     12  -0.0261  0.904 -0.0745  0.0223  False
     6     13    -0.11    0.0 -0.1584 -0.0616   True
     6     14  -0.1117    0.0 -0.1601 -0.0632   True
     6     15  -0.1113    0.0 -0.1597 -0.0629   True
     6     16  -0.1253    0.0 -0.1737 -0.0769   True
     6     17  -0.1201    0.0 -0.1685 -0.0717   True
     6     18  -0.1211    0.0 -0.1695 -0.0727   True
     7      8   0.0009    1.0 -0.0475  0.0493  False
     7      9   -0.001    1.0 -0.0494  0.0474  False
     7     10  -0.0014    1.0 -0.0498   0.047  False
     7     11  -0.0025    1.0 -0.0509  0.0459  False
     7     12  -0.0058    1.0 -0.0543  0.0426  False
     7     13  -0.0898    0.0 -0.1382 -0.0414   True
     7     14  -0.0914    0.0 -0.1398  -0.043   True
     7     15  -0.0911    0.0 -0.1395 -0.0427   True
     7     16  -0.1051    0.0 -0.1535 -0.0567   True
     7     17  -0.0999    0.0 -0.1483 -0.0515   True
     7     18  -0.1009    0.0 -0.1493 -0.0525   True
     8      9  -0.0019    1.0 -0.0503  0.0465  False
     8     10  -0.0023    1.0 -0.0507  0.0461  False
     8     11  -0.0034    1.0 -0.0518   0.045  False
     8     12  -0.0067    1.0 -0.0551  0.0417  False
     8     13  -0.0906    0.0 -0.1391 -0.0422   True
     8     14  -0.0923    0.0 -0.1407 -0.0439   True
     8     15   -0.092    0.0 -0.1404 -0.0435   True
     8     16   -0.106    0.0 -0.1544 -0.0576   True
     8     17  -0.1008    0.0 -0.1492 -0.0523   True
     8     18  -0.1018    0.0 -0.1502 -0.0534   True
     9     10  -0.0004    1.0 -0.0488   0.048  False
     9     11  -0.0015    1.0 -0.0499  0.0469  False
     9     12  -0.0049    1.0 -0.0533  0.0436  False
     9     13  -0.0888    0.0 -0.1372 -0.0404   True
     9     14  -0.0904    0.0 -0.1389  -0.042   True
     9     15  -0.0901    0.0 -0.1385 -0.0417   True
     9     16  -0.1041    0.0 -0.1525 -0.0557   True
     9     17  -0.0989    0.0 -0.1473 -0.0505   True
     9     18  -0.0999    0.0 -0.1483 -0.0515   True
    10     11  -0.0011    1.0 -0.0495  0.0473  False
    10     12  -0.0045    1.0 -0.0529   0.044  False
    10     13  -0.0884    0.0 -0.1368   -0.04   True
    10     14    -0.09    0.0 -0.1385 -0.0416   True
    10     15  -0.0897    0.0 -0.1381 -0.0413   True
    10     16  -0.1037    0.0 -0.1521 -0.0553   True
    10     17  -0.0985    0.0 -0.1469 -0.0501   True
    10     18  -0.0995    0.0 -0.1479 -0.0511   True
    11     12  -0.0033    1.0 -0.0517  0.0451  False
    11     13  -0.0872    0.0 -0.1357 -0.0388   True
    11     14  -0.0889    0.0 -0.1373 -0.0405   True
    11     15  -0.0886    0.0  -0.137 -0.0401   True
    11     16  -0.1026    0.0  -0.151 -0.0542   True
    11     17  -0.0973    0.0 -0.1458 -0.0489   True
    11     18  -0.0984    0.0 -0.1468   -0.05   True
    12     13  -0.0839    0.0 -0.1323 -0.0355   True
    12     14  -0.0856    0.0  -0.134 -0.0372   True
    12     15  -0.0852    0.0 -0.1336 -0.0368   True
    12     16  -0.0993    0.0 -0.1477 -0.0508   True
    12     17   -0.094    0.0 -0.1424 -0.0456   True
    12     18  -0.0951    0.0 -0.1435 -0.0466   True
    13     14  -0.0017    1.0 -0.0501  0.0467  False
    13     15  -0.0013    1.0 -0.0497  0.0471  False
    13     16  -0.0153 0.9997 -0.0637  0.0331  False
    13     17  -0.0101    1.0 -0.0585  0.0383  False
    13     18  -0.0111    1.0 -0.0596  0.0373  False
    14     15   0.0004    1.0 -0.0481  0.0488  False
    14     16  -0.0137 0.9999 -0.0621  0.0347  False
    14     17  -0.0084    1.0 -0.0569    0.04  False
    14     18  -0.0095    1.0 -0.0579  0.0389  False
    15     16   -0.014 0.9999 -0.0624  0.0344  False
    15     17  -0.0088    1.0 -0.0572  0.0396  False
    15     18  -0.0098    1.0 -0.0582  0.0386  False
    16     17   0.0052    1.0 -0.0432  0.0536  False
    16     18   0.0042    1.0 -0.0442  0.0526  False
    17     18   -0.001    1.0 -0.0494  0.0474  False
----------------------------------------------------

F-value for tamielectric: [0.60143978], p-value: [0.88751125]

